l_orderkey	l_quantity	l_extendedprice	c_custkey	c_acctbal	c_nationkey
1521765	16.00	19571.04	331	170.27	5
1624417	2.00	2282.26	164	208.45	4
5416869	18.00	27459.36	109	-716.10	16
5905671	39.00	76087.83	548	90.45	4
3436452	18.00	20901.78	349	-565.35	23
3468513	41.00	60326.99	337	-270.59	0
3625061	14.00	18106.76	905	-600.73	3
645477	14.00	27704.32	880	-77.63	8
942021	43.00	44507.15	605	-549.73	23
2103875	31.00	40339.37	872	-858.61	17
1418565	41.00	81751.13	217	378.33	23
2183970	20.00	38138.80	293	-43.79	2
2594051	14.00	18288.62	977	311.00	2
1681221	26.00	31751.72	538	-303.95	19
4811271	48.00	74327.52	350	19.31	15
5323749	2.00	2854.86	934	-592.69	12
2816579	13.00	14638.78	871	-395.89	20
5361861	38.00	56065.58	647	-132.97	1
1275526	5.00	9554.60	383	-849.44	2
40387	31.00	45520.71	820	-614.28	4
284901	20.00	26047.40	818	-574.39	20
471075	38.00	51428.44	187	-774.22	4
1863264	16.00	26104.80	916	130.59	23
2175911	39.00	71750.64	473	-202.22	9
2289701	26.00	36256.22	715	85.05	19
4577957	50.00	55059.50	853	-444.73	2
4605222	19.00	34215.20	853	-444.73	2
4670021	33.00	62170.02	880	-77.63	8
4962533	24.00	24986.40	257	-339.85	7
5098471	1.00	1176.20	523	-275.73	10
3295814	32.00	57115.84	905	-600.73	3
3374055	25.00	37786.75	349	-565.35	23
3665091	18.00	21010.32	872	-858.61	17
3741927	1.00	1396.38	164	208.45	4
854820	12.00	14918.16	787	212.16	10
1069856	28.00	51489.20	136	-842.39	7
1078913	34.00	59595.54	538	-303.95	19
2603751	13.00	18906.68	995	-341.79	13
2778980	37.00	56961.50	832	-201.49	19
2999078	34.00	68439.28	916	130.59	23
4262081	22.00	32130.12	293	-43.79	2
4578017	31.00	61316.45	329	-651.91	11
3392096	11.00	10813.55	833	-526.14	6
3468736	47.00	85293.72	364	32.24	23
3866759	14.00	21580.58	386	232.01	24
3899495	33.00	63752.04	286	-109.73	22
3933286	11.00	14533.42	995	-341.79	13
4101636	26.00	25220.52	818	-574.39	20
4314274	49.00	61603.29	37	-917.75	8
1818273	25.00	45643.75	125	-234.12	19
2390310	35.00	44494.45	490	-213.85	22
4888547	14.00	19171.88	652	-919.65	20
4902688	46.00	48256.76	926	274.50	16
361671	49.00	74991.56	98	-551.37	12
2517920	14.00	22463.42	853	-444.73	2
2545281	5.00	7567.55	853	-444.73	2
2708645	27.00	43132.77	997	367.03	17
2903718	11.00	17595.82	346	238.14	2
5052197	36.00	65948.76	940	253.59	19
5428802	5.00	5045.25	853	-444.73	2
682433	3.00	5543.25	883	479.96	3
1254022	18.00	20341.80	179	-43.08	4
5687840	38.00	37698.28	833	-526.14	6
5999330	39.00	53991.60	337	-270.59	0
153857	4.00	4804.88	125	-234.12	19
3669061	7.00	7994.49	782	-326.32	19
3719174	27.00	51893.19	422	-272.14	9
4162049	27.00	34947.72	977	311.00	2
1983814	6.00	7165.38	364	32.24	23
2374115	20.00	25066.40	871	-395.89	20
5320613	31.00	45583.33	349	-565.35	23
5374342	36.00	37621.80	652	-919.65	20
5375171	49.00	49147.49	701	148.98	2
5832548	7.00	11904.48	41	270.95	10
1379525	41.00	47603.87	538	-303.95	19
1387618	44.00	52195.00	832	-201.49	19
1560032	33.00	63588.69	820	-614.28	4
1834977	31.00	51756.67	820	-614.28	4
2115909	12.00	21574.56	820	-614.28	4
2169026	14.00	23430.82	334	-405.91	4
2227366	24.00	33896.64	358	-44.66	5
2285505	3.00	4014.99	400	-98.46	14
2473284	23.00	46089.93	820	-614.28	4
306439	7.00	10755.99	11	-272.60	23
346881	26.00	28421.64	538	-303.95	19
2763876	47.00	59088.40	109	-716.10	16
2786177	48.00	47568.96	593	233.51	9
773414	29.00	52975.17	400	-98.46	14
977797	18.00	31205.52	883	479.96	3
1127620	17.00	22684.12	41	270.95	10
4945090	28.00	45041.08	463	-654.50	8
4960323	6.00	8504.82	98	-551.37	12
5278400	29.00	55152.78	104	-588.38	10
5372992	29.00	32222.48	64	-646.64	3
404480	46.00	77818.20	109	-716.10	16
2910080	34.00	64833.58	818	-574.39	20
607969	18.00	24215.40	179	-43.08	4
782979	17.00	31805.98	307	346.59	13
4020676	30.00	44111.10	257	-339.85	7
4135975	15.00	21501.75	346	238.14	2
2188293	39.00	40758.12	692	276.71	19
2643299	41.00	66445.42	916	130.59	23
3349569	19.00	30278.59	358	-44.66	5
4588453	31.00	38788.75	176	-375.76	13
4936451	27.00	47487.87	778	52.43	23
4959972	39.00	55163.55	307	346.59	13
5146368	4.00	5753.44	871	-395.89	20
3214592	28.00	40611.48	782	-326.32	19
188547	41.00	45430.87	818	-574.39	20
2540838	25.00	45969.25	551	-334.89	15
2725829	9.00	13090.68	880	-77.63	8
1188002	48.00	67606.08	136	-842.39	7
5412801	4.00	5958.00	473	-202.22	9
5435651	22.00	22596.42	997	367.03	17
3277601	39.00	55319.16	187	-774.22	4
3450405	33.00	53874.81	400	-98.46	14
3178624	29.00	47287.11	346	238.14	2
3417795	49.00	70484.05	820	-614.28	4
575041	1.00	1868.93	523	-275.73	10
1385220	41.00	75348.16	349	-565.35	23
5375943	19.00	23525.04	187	-774.22	4
5957250	28.00	31837.40	17	6.34	2
164	26.00	33807.80	779	-902.48	5
145414	43.00	48037.88	832	-201.49	19
3894913	29.00	30392.58	997	367.03	17
3971907	40.00	54892.80	179	-43.08	4
4301670	30.00	50387.70	926	274.50	16
5973351	50.00	58311.50	206	-274.79	9
276807	5.00	6536.85	490	-213.85	22
4496740	17.00	17748.51	977	311.00	2
4516583	48.00	76736.64	916	130.59	23
2563776	50.00	96196.00	934	-592.69	12
3614884	34.00	40401.52	809	-594.23	16
28417	10.00	11000.70	346	238.14	2
193346	5.00	7492.75	337	-270.59	0
416770	41.00	52700.17	349	-565.35	23
926561	8.00	14670.48	787	212.16	10
1124131	7.00	11611.25	538	-303.95	19
1323328	12.00	15700.20	719	-774.47	15
3638978	27.00	32510.70	916	130.59	23
693156	24.00	28134.48	548	90.45	4
2685763	7.00	9795.66	905	-600.73	3
3266403	20.00	30649.80	217	378.33	23
1303399	16.00	26714.08	164	208.45	4
1431109	6.00	5664.12	286	-109.73	22
1509314	45.00	86939.55	883	479.96	3
3789830	21.00	26044.83	853	-444.73	2
3987111	21.00	29829.87	364	32.24	23
4218180	19.00	21797.37	995	-341.79	13
4528482	33.00	46905.54	656	-390.09	5
505632	15.00	24938.85	652	-919.65	20
5384197	20.00	27585.60	307	346.59	13
1467015	13.00	25414.35	652	-919.65	20
1911366	49.00	85837.71	809	-594.23	16
2507297	16.00	30765.44	580	-181.63	11
1547687	2.00	3297.20	719	-774.47	15
1679174	8.00	9480.64	782	-326.32	19
4130403	21.00	33782.28	307	346.59	13
2212962	6.00	9718.26	400	-98.46	14
2283203	41.00	75022.62	346	238.14	2
4497252	42.00	69457.08	125	-234.12	19
4498690	25.00	33260.50	104	-588.38	10
4728867	22.00	42786.92	136	-842.39	7
4804384	1.00	1152.16	955	138.31	0
5035713	49.00	90547.10	332	-267.09	22
4614756	40.00	48729.60	665	-616.79	22
1880865	3.00	4639.86	787	212.16	10
3821670	11.00	10659.00	905	-600.73	3
3844388	36.00	56578.68	551	-334.89	15
3903716	37.00	67811.75	179	-43.08	4
2818306	45.00	84324.60	883	479.96	3
3012038	22.00	29288.60	286	-109.73	22
3216771	18.00	25731.18	787	212.16	10
37634	35.00	60576.25	580	-181.63	11
4471170	9.00	13350.78	538	-303.95	19
4635329	23.00	24153.22	871	-395.89	20
2062118	48.00	61311.84	715	85.05	19
5108934	28.00	32707.92	128	-986.96	4
5439111	45.00	51171.75	593	233.51	9
1616967	35.00	47120.85	478	-210.40	1
1673891	32.00	61598.40	358	-44.66	5
3415843	42.00	69284.88	458	-38.42	4
887812	30.00	39727.50	778	52.43	23
1029572	46.00	58297.64	136	-842.39	7
2379907	43.00	43604.15	64	-646.64	3
2383075	13.00	14796.21	719	-774.47	15
1776807	8.00	12180.08	986	178.73	1
2015296	6.00	10048.50	916	130.59	23
2081605	13.00	24101.22	358	-44.66	5
1783236	3.00	2922.03	883	479.96	3
1935621	25.00	47170.75	334	-405.91	4
4252709	28.00	37415.56	551	-334.89	15
4424899	44.00	64830.92	490	-213.85	22
533154	21.00	19908.63	523	-275.73	10
764708	5.00	7232.15	463	-654.50	8
4241536	12.00	20924.52	641	339.49	24
5084548	48.00	57513.60	217	378.33	23
5145600	12.00	17995.08	788	-330.69	16
5307815	20.00	21220.80	400	-98.46	14
3099074	36.00	42560.28	463	-654.50	8
3578851	15.00	16185.45	386	232.01	24
146884	7.00	9326.59	71	-611.19	7
2773254	20.00	26164.60	329	-651.91	11
2857987	21.00	21861.21	490	-213.85	22
956928	37.00	58705.68	955	138.31	0
1042055	32.00	54777.60	383	-849.44	2
1048899	47.00	45308.47	853	-444.73	2
3271333	34.00	45874.84	64	-646.64	3
3087687	41.00	52863.35	125	-234.12	19
1798276	18.00	18776.52	940	253.59	19
1884996	44.00	46553.32	787	212.16	10
335108	19.00	20425.76	473	-202.22	9
666883	38.00	45645.98	715	85.05	19
722660	18.00	31496.04	940	253.59	19
752615	4.00	5710.08	463	-654.50	8
2640167	31.00	51637.32	187	-774.22	4
5597351	11.00	18003.70	883	479.96	3
5622276	18.00	36701.28	187	-774.22	4
5667202	3.00	5588.40	701	148.98	2
5960838	12.00	23686.80	715	85.05	19
4951623	8.00	14798.72	478	-210.40	1
5387267	20.00	24523.60	334	-405.91	4
5475879	31.00	33389.79	880	-77.63	8
5783110	28.00	43694.00	916	130.59	23
2766502	35.00	41869.45	779	-902.48	5
7141	32.00	64349.44	473	-202.22	9
269253	5.00	5960.95	875	-949.28	3
3203845	39.00	44072.34	187	-774.22	4
3845411	20.00	35797.00	709	-867.94	18
3914243	14.00	17055.78	331	170.27	5
4109317	19.00	34348.58	871	-395.89	20
5660000	5.00	7106.85	136	-842.39	7
5744416	35.00	52550.40	656	-390.09	5
5748323	3.00	3630.54	37	-917.75	8
5905154	36.00	70953.12	940	253.59	19
1711909	14.00	15765.26	778	52.43	23
3207331	9.00	14746.86	523	-275.73	10
484198	3.00	2946.06	128	-986.96	4
682599	45.00	67294.35	754	-566.86	0
2163206	50.00	59507.50	883	479.96	3
4895588	50.00	77826.50	307	346.59	13
5208576	9.00	15748.11	715	85.05	19
1160903	24.00	36300.72	98	-551.37	12
1345063	42.00	63901.74	940	253.59	19
1352419	50.00	71275.50	187	-774.22	4
2726118	25.00	38036.25	400	-98.46	14
5509860	8.00	9161.92	337	-270.59	0
5587365	28.00	49861.28	997	367.03	17
5653606	3.00	4228.02	916	130.59	23
5757089	42.00	51924.60	257	-339.85	7
5862950	37.00	41370.07	853	-444.73	2
5995879	11.00	14511.42	977	311.00	2
58979	44.00	49195.96	883	479.96	3
3491649	49.00	56062.86	986	178.73	1
3503783	29.00	30162.90	871	-395.89	20
3545409	7.00	11869.55	754	-566.86	0
4211266	32.00	46672.64	293	-43.79	2
1598082	22.00	39596.26	820	-614.28	4
1613536	23.00	35983.50	104	-588.38	10
1641125	49.00	88290.65	871	-395.89	20
1848679	46.00	57371.66	458	-38.42	4
4143526	1.00	1460.44	37	-917.75	8
1661828	20.00	32974.00	332	-267.09	22
3832480	45.00	77748.30	206	-274.79	9
4061734	15.00	17070.75	652	-919.65	20
4085285	12.00	22355.04	71	-611.19	7
4116801	10.00	14335.10	986	178.73	1
1319328	39.00	67455.96	364	32.24	23
2226242	21.00	37376.22	463	-654.50	8
2421189	42.00	74878.44	523	-275.73	10
2548898	30.00	35408.10	293	-43.79	2
2560742	17.00	35257.49	176	-375.76	13
2643777	36.00	65368.80	71	-611.19	7
4333895	46.00	65293.78	383	-849.44	2
5002113	27.00	33866.37	715	85.05	19
5096387	39.00	48331.53	17	6.34	2
5350503	36.00	39424.32	580	-181.63	11
2052711	49.00	46403.00	569	-795.23	2
2546947	7.00	10475.71	41	270.95	10
2549285	1.00	1757.74	136	-842.39	7
1979296	22.00	33275.22	523	-275.73	10
2107586	49.00	76322.89	926	274.50	16
2253093	45.00	55449.00	940	253.59	19
2400640	37.00	51889.91	350	19.31	15
1206787	8.00	13260.88	997	367.03	17
1322276	41.00	40631.82	833	-526.14	6
1393986	48.00	67745.28	986	178.73	1
2740487	38.00	63983.26	926	274.50	16
2841600	3.00	5480.31	709	-867.94	18
3180518	13.00	19689.41	286	-109.73	22
4364800	45.00	90179.10	47	274.58	2
4865794	25.00	36888.50	463	-654.50	8
4938240	36.00	47239.92	136	-842.39	7
4407972	43.00	55309.18	184	170.46	21
3791073	9.00	14766.03	701	148.98	2
5095012	20.00	28947.80	704	441.44	9
5150498	43.00	60822.21	955	138.31	0
5267232	17.00	25712.84	593	233.51	9
1676960	4.00	7775.88	871	-395.89	20
1787552	48.00	77457.12	257	-339.85	7
1876263	40.00	45326.00	64	-646.64	3
2085381	45.00	60135.30	346	238.14	2
2105220	24.00	32070.96	656	-390.09	5
4571840	10.00	12211.40	307	346.59	13
5954561	24.00	30269.28	709	-867.94	18
82501	31.00	38166.58	257	-339.85	7
5308226	46.00	49503.36	652	-919.65	20
5645956	16.00	16128.96	307	346.59	13
4773537	18.00	33875.28	709	-867.94	18
4906306	8.00	13429.52	883	479.96	3
5186562	32.00	37159.36	187	-774.22	4
374723	4.00	6522.56	17	6.34	2
688001	21.00	38235.75	833	-526.14	6
1119813	19.00	23356.51	64	-646.64	3
861573	45.00	84459.60	880	-77.63	8
1021026	19.00	21853.42	934	-592.69	12
5687075	34.00	52580.32	880	-77.63	8
5761573	39.00	54029.43	358	-44.66	5
5987843	38.00	42941.52	364	32.24	23
54630	44.00	65408.64	719	-774.47	15
4315076	7.00	8219.19	289	-215.75	10
4346439	26.00	40989.78	136	-842.39	7
4476896	32.00	50995.84	187	-774.22	4
4570242	9.00	12386.61	331	170.27	5
4894465	16.00	31182.24	179	-43.08	4
1740358	6.00	6150.66	289	-215.75	10
1803332	18.00	37385.64	569	-795.23	2
1842406	13.00	14587.69	2	121.65	13
1859396	42.00	81139.80	272	-746.03	2
1967010	34.00	35736.72	184	170.46	21
2427911	19.00	33873.58	569	-795.23	2
2834021	30.00	33516.00	478	-210.40	1
1637125	36.00	42448.32	337	-270.59	0
384455	12.00	14990.16	926	274.50	16
869858	35.00	41517.00	995	-341.79	13
897606	3.00	4600.38	490	-213.85	22
2076036	15.00	26875.35	754	-566.86	0
2088995	23.00	38450.25	386	232.01	24
2223655	47.00	67232.56	880	-77.63	8
2293159	46.00	48950.44	206	-274.79	9
2321920	50.00	75273.00	986	178.73	1
2333060	50.00	52757.50	523	-275.73	10
2412386	9.00	13324.05	778	52.43	23
2548071	28.00	52498.32	997	367.03	17
2574278	24.00	32505.12	400	-98.46	14
2757537	23.00	41235.78	523	-275.73	10
5972612	27.00	43862.31	136	-842.39	7
57767	26.00	42761.16	692	276.71	19
309766	3.00	3702.72	272	-746.03	2
969474	12.00	13656.72	41	270.95	10
3272291	23.00	28227.67	569	-795.23	2
3516421	42.00	68189.94	641	339.49	24
3652802	5.00	7412.40	871	-395.89	20
3940705	25.00	37214.00	652	-919.65	20
4148096	39.00	47663.85	754	-566.86	0
739	28.00	41257.44	307	346.59	13
43078	47.00	84310.95	997	367.03	17
3298980	27.00	37647.18	977	311.00	2
4029443	50.00	48000.00	715	85.05	19
4075526	46.00	60316.58	272	-746.03	2
4241159	38.00	55157.00	883	479.96	3
4303107	17.00	17255.51	709	-867.94	18
1701894	4.00	6134.20	490	-213.85	22
2172228	37.00	60000.68	820	-614.28	4
3550470	42.00	83954.22	346	238.14	2
485349	21.00	35399.91	986	178.73	1
2213058	49.00	57335.88	997	367.03	17
2402151	23.00	30114.13	463	-654.50	8
2315842	13.00	13780.00	995	-341.79	13
2465415	8.00	12228.16	632	-487.92	3
1187714	49.00	69159.09	349	-565.35	23
1322817	31.00	40679.75	833	-526.14	6
2906150	49.00	64798.58	334	-405.91	4
3002851	18.00	22380.12	164	208.45	4
3544774	38.00	78013.62	833	-526.14	6
1723140	34.00	37233.74	257	-339.85	7
1761696	13.00	16330.73	331	170.27	5
1931206	22.00	42701.12	778	52.43	23
3655873	31.00	41145.68	704	441.44	9
3900000	3.00	4330.11	289	-215.75	10
4005157	45.00	57114.45	916	130.59	23
4066725	35.00	52410.75	329	-651.91	11
4137568	13.00	20339.02	955	138.31	0
4080482	45.00	79727.40	364	32.24	23
4285441	4.00	4856.96	580	-181.63	11
2426082	39.00	55901.43	632	-487.92	3
4632865	1.00	1286.20	548	90.45	4
4900707	15.00	21382.05	832	-201.49	19
5029956	40.00	45162.00	478	-210.40	1
867334	11.00	19786.58	883	479.96	3
4195296	28.00	45206.84	977	311.00	2
4232608	48.00	58043.52	997	367.03	17
5289380	39.00	49577.97	986	178.73	1
5360391	6.00	7207.62	785	108.14	18
5576002	20.00	38557.40	709	-867.94	18
5633600	25.00	26952.25	164	208.45	4
5713095	23.00	33108.27	853	-444.73	2
1289796	37.00	38370.85	109	-716.10	16
1374019	39.00	38884.95	2	121.65	13
1421826	13.00	22133.80	257	-339.85	7
4070336	31.00	51015.77	853	-444.73	2
4077795	35.00	66425.10	184	170.46	21
300418	41.00	50645.25	719	-774.47	15
3739303	15.00	20916.45	364	32.24	23
4403009	14.00	19718.44	754	-566.86	0
4688676	3.00	5510.58	709	-867.94	18
4776614	6.00	8245.92	665	-616.79	22
5059747	25.00	27576.50	358	-44.66	5
5218630	48.00	71350.56	128	-986.96	4
5341444	32.00	53879.68	785	108.14	18
4787427	7.00	7462.28	136	-842.39	7
4834084	33.00	54768.78	977	311.00	2
4837538	23.00	41761.79	665	-616.79	22
5032935	2.00	2702.80	184	170.46	21
5165958	40.00	46810.40	704	441.44	9
5254976	43.00	55181.90	164	208.45	4
5345831	41.00	54703.84	593	233.51	9
5651201	32.00	56535.36	905	-600.73	3
5889952	18.00	21857.04	995	-341.79	13
3345831	29.00	30247.58	184	170.46	21
4200832	14.00	16157.82	569	-795.23	2
4516484	31.00	45303.09	37	-917.75	8
4569348	43.00	67710.38	11	-272.60	23
4810496	24.00	48838.56	940	253.59	19
5206661	38.00	75200.86	64	-646.64	3
1312869	19.00	28717.36	872	-858.61	17
1403523	20.00	26127.60	926	274.50	16
1748519	11.00	18178.93	548	90.45	4
2096611	5.00	7392.00	64	-646.64	3
2291648	16.00	27290.72	488	-275.58	3
3041188	45.00	83600.55	883	479.96	3
741411	5.00	5475.20	709	-867.94	18
766368	8.00	9393.12	289	-215.75	10
5882599	20.00	39257.80	701	148.98	2
50086	8.00	8576.80	934	-592.69	12
66791	13.00	20781.02	934	-592.69	12
2596165	29.00	29899.00	349	-565.35	23
1524993	33.00	33332.97	692	276.71	19
1591815	31.00	49647.12	580	-181.63	11
3152870	2.00	2754.64	128	-986.96	4
3560001	21.00	38869.74	187	-774.22	4
3175140	1.00	1628.57	386	232.01	24
3278565	3.00	2856.00	176	-375.76	13
3420161	47.00	82423.43	704	441.44	9
203909	5.00	7812.85	478	-210.40	1
445827	10.00	15156.00	538	-303.95	19
472355	18.00	34360.38	389	-307.61	9
2290756	24.00	36418.32	787	212.16	10
4009575	42.00	43009.26	47	274.58	2
4150085	47.00	68406.15	47	274.58	2
4282790	50.00	58913.00	934	-592.69	12
4304580	30.00	32795.10	692	276.71	19
2838721	48.00	52326.24	934	-592.69	12
3077345	9.00	12955.14	329	-651.91	11
3105025	2.00	2154.14	833	-526.14	6
1335430	30.00	47478.00	820	-614.28	4
1471649	23.00	44619.54	997	367.03	17
4042277	33.00	41887.89	538	-303.95	19
4163137	20.00	33792.60	569	-795.23	2
4469313	6.00	10222.50	488	-275.58	3
4635746	8.00	14653.84	206	-274.79	9
4647618	15.00	23858.10	346	238.14	2
2914721	38.00	40247.70	331	170.27	5
4853283	13.00	16044.99	593	233.51	9
3631076	34.00	57583.08	692	276.71	19
3849315	15.00	29038.20	400	-98.46	14
3851973	7.00	10727.57	386	232.01	24
3861761	19.00	28243.50	934	-592.69	12
4023463	2.00	2148.16	109	-716.10	16
4117574	14.00	23571.38	580	-181.63	11
5721252	34.00	43054.20	665	-616.79	22
265218	16.00	32015.04	905	-600.73	3
316131	12.00	24443.64	853	-444.73	2
5852869	4.00	7223.60	307	346.59	13
5940579	49.00	57727.39	368	84.72	22
66695	33.00	44595.54	47	274.58	2
5023782	42.00	71724.24	184	170.46	21
5180769	49.00	91227.71	293	-43.79	2
639809	47.00	95220.12	785	108.14	18
5300897	12.00	19291.92	289	-215.75	10
5303843	49.00	92649.20	490	-213.85	22
5381893	13.00	13169.39	593	233.51	9
336482	39.00	54813.72	217	378.33	23
392262	37.00	53257.43	955	138.31	0
602148	33.00	66493.35	307	346.59	13
691300	41.00	49698.56	538	-303.95	19
5690151	47.00	71603.56	293	-43.79	2
5635715	7.00	10510.64	368	84.72	22
699878	45.00	68330.25	883	479.96	3
830181	42.00	72565.50	538	-303.95	19
1076868	34.00	49010.66	136	-842.39	7
1090886	39.00	47625.63	787	212.16	10
5764263	11.00	11572.55	652	-919.65	20
5833697	41.00	74369.08	463	-654.50	8
5884837	30.00	49580.40	346	238.14	2
249440	38.00	48311.68	986	178.73	1
1129473	3.00	5114.07	349	-565.35	23
1215905	18.00	29548.26	307	346.59	13
1737702	9.00	9342.18	286	-109.73	22
1815655	45.00	47436.30	523	-275.73	10
5803201	30.00	54867.00	71	-611.19	7
2063777	20.00	33674.00	358	-44.66	5
85346	40.00	71709.20	656	-390.09	5
2152391	16.00	22887.68	478	-210.40	1
876962	9.00	8847.09	880	-77.63	8
1050688	43.00	52211.89	64	-646.64	3
1385830	47.00	55186.93	286	-109.73	22
1530690	21.00	27514.41	883	479.96	3
2695521	27.00	50512.14	136	-842.39	7
3095012	22.00	37415.18	538	-303.95	19
1548161	1.00	1988.88	551	-334.89	15
1640610	38.00	37737.04	787	212.16	10
1674400	16.00	19092.00	364	32.24	23
2685095	10.00	12081.20	782	-326.32	19
2916320	2.00	2778.64	17	6.34	2
2925383	19.00	27727.84	809	-594.23	16
2929829	13.00	12701.00	136	-842.39	7
2992930	50.00	95646.00	2	121.65	13
2173670	36.00	53188.56	833	-526.14	6
2983718	33.00	38552.58	538	-303.95	19
3071559	27.00	30997.62	569	-795.23	2
3143555	22.00	42368.70	548	90.45	4
3396421	30.00	35948.40	754	-566.86	0
1964865	27.00	50000.76	719	-774.47	15
3506177	5.00	8568.95	179	-43.08	4
2842305	2.00	2730.66	754	-566.86	0
3514849	6.00	11519.10	995	-341.79	13
3759621	14.00	17826.06	490	-213.85	22
3969254	4.00	6017.88	569	-795.23	2
3387013	49.00	84018.34	136	-842.39	7
3704838	49.00	79749.46	548	90.45	4
3721824	20.00	21841.80	779	-902.48	5
3140262	12.00	23339.88	787	212.16	10
3388195	40.00	61223.20	785	108.14	18
3416068	29.00	31351.32	871	-395.89	20
3721058	18.00	28560.06	709	-867.94	18
4294407	41.00	51919.94	820	-614.28	4
4313766	41.00	63081.78	439	-61.29	14
3821280	27.00	46865.79	787	212.16	10
4930918	2.00	2914.88	719	-774.47	15
5023810	10.00	13063.00	187	-774.22	4
5139009	31.00	29202.62	439	-61.29	14
4436422	47.00	63515.80	652	-919.65	20
4782053	24.00	40671.84	332	-267.09	22
4942403	48.00	48435.36	184	170.46	21
1059141	26.00	35706.58	692	276.71	19
1396804	45.00	67794.75	128	-986.96	4
1488866	7.00	9368.66	782	-326.32	19
5247648	48.00	79905.60	883	479.96	3
5337734	37.00	55520.72	289	-215.75	10
4363712	50.00	86741.00	37	-917.75	8
4711461	24.00	25874.40	523	-275.73	10
2748032	37.00	41070.74	641	339.49	24
385088	12.00	20409.24	548	90.45	4
5089057	23.00	39370.94	307	346.59	13
5275744	10.00	16197.10	368	84.72	22
5637541	5.00	7592.80	820	-614.28	4
74435	47.00	64456.74	346	238.14	2
108999	23.00	42568.40	523	-275.73	10
653090	5.00	8093.05	934	-592.69	12
665728	6.00	6624.24	652	-919.65	20
501281	48.00	82645.92	787	212.16	10
577734	20.00	26766.60	605	-549.73	23
2065794	1.00	1928.88	164	208.45	4
2178724	33.00	45390.51	257	-339.85	7
2948996	32.00	53271.68	71	-611.19	7
3354533	9.00	12476.61	349	-565.35	23
3534371	44.00	45985.28	337	-270.59	0
591937	1.00	988.01	523	-275.73	10
1177220	1.00	1899.86	926	274.50	16
1349251	11.00	16945.83	719	-774.47	15
835173	7.00	7413.14	11	-272.60	23
1229351	17.00	21987.12	818	-574.39	20
1281632	15.00	21531.90	109	-716.10	16
1763205	10.00	15416.20	2	121.65	13
1950947	36.00	55028.16	17	6.34	2
2192802	2.00	3223.04	463	-654.50	8
2270178	44.00	64255.84	358	-44.66	5
3541990	24.00	42498.48	337	-270.59	0
3880449	23.00	34350.50	364	32.24	23
2657285	11.00	20777.35	364	32.24	23
2852003	24.00	24000.96	334	-405.91	4
2541634	15.00	24385.80	940	253.59	19
2137510	18.00	30901.86	71	-611.19	7
2156357	42.00	75546.66	875	-949.28	3
